transfer_id,operation_date,day_of_week,scheduled_dispatch_time,expected_dispatch_delay_minutes,scheduled_arrival_time,source_facility,source_region,destination_facility,destination_region,logistics_provider,scheduled_travel_time_minutes,route_distance_miles,expected_provider_delay_minutes,expected_weather_disruption_minutes,expected_network_congestion_delay_minutes,expected_inspection_delay_minutes,expected_previous_transfer_delay_minutes,internal_metric_a,internal_metric_b,internal_timestamp_a,internal_timestamp_b,internal_operational_score,is_delayed
PAA-105007,2024-04-01,1,1527,-3.0,2240,FACILITY_251,REGION_003,FACILITY_273,REGION_032,AA,273.0,2174.6,,0.0,0.0,0.0,0,12.0,5.0,1527.0,2231.0,42.28924101408728,0
PAA-105006,2024-04-01,1,1649,6.0,2149,FACILITY_286,REGION_005,FACILITY_092,REGION_043,AA,194.0,1346.6,0.0,,0.0,0.0,0,15.0,,1737.0,2125.0,47.806658528106155,0
PAA-105005,2024-04-01,1,1443,14.0,1558,FACILITY_092,REGION_043,FACILITY_286,REGION_005,AA,211.0,1346.6,0.0,0.0,0.0,,0,13.0,3.0,1521.0,1615.0,63.53744443114587,0
PAA-105004,2024-04-01,1,1833,-5.0,2135,FACILITY_250,REGION_037,FACILITY_286,REGION_005,AA,391.0,2725.5,0.0,0.0,0.0,0.0,0,26.0,2.0,1837.0,2115.0,54.11728454349687,0
PAA-105003,2024-04-01,1,1025,-6.0,1146,FACILITY_092,REGION_043,FACILITY_091,REGION_006,AA,152.0,737.2,0.0,0.0,0.0,0.0,0,17.0,7.0,1022.0,1035.0,43.72923790608464,0
PAA-105002,2024-04-01,1,1236,1.0,1535,FACILITY_091,REGION_006,FACILITY_092,REGION_043,AA,129.0,737.2,0.0,0.0,0.0,0.0,0,15.0,11.0,1250.0,1542.0,65.87812773380895,0
PAA-105001,2024-04-01,1,910,-3.0,1350,FACILITY_251,REGION_003,FACILITY_161,REGION_043,AA,173.0,1160.4,0.0,0.0,0.0,0.0,0,25.0,6.0,853.0,1348.0,42.49687857049489,0
PAA-105000,2024-04-01,1,1600,-8.0,1812,FACILITY_194,REGION_031,FACILITY_099,REGION_021,AA,143.0,577.3,0.0,0.0,0.0,0.0,0,16.0,,1629.0,1810.0,50.97186619886527,0
PAA-104999,2024-04-01,1,1907,-10.0,2044,FACILITY_099,REGION_021,FACILITY_194,REGION_031,AA,105.0,577.3,0.0,0.0,0.0,0.0,0,13.0,7.0,1858.0,2020.0,60.964112944175525,0
PAA-104998,2024-04-01,1,704,-2.0,859,FACILITY_021,REGION_009,FACILITY_217,REGION_008 ,AA,124.0,683.1,0.0,0.0,0.0,0.0,0,,15.0,729.0,823.0,54.125445754102294,0
PAA-104997,2024-04-01,1,1742,7.0,2037,FACILITY_273,REGION_032,FACILITY_185,REGION_005,AA,383.0,2574.8,,0.0,,0.0,0,13.0,26.0,1812.0,1941.0,46.56134533788807,0
PAA-104996,2024-04-01,1,900,-7.0,1642,FACILITY_185,REGION_005,FACILITY_273,REGION_032,AA,305.0,2574.8,,0.0,0.0,0.0,0,18.0,4.0,921.0,1620.0,52.023516385318324,0
PAA-104995,2024-04-01,1,1002,15.0,1325,FACILITY_217,REGION_008,FACILITY_044,REGION_020,AA,219.0,1446.7,0.0,0.0,0.0,0.0,0,14.0,10.0,955.0,1309.0,38.18066496773294,0
PAA-104994,2024-04-01,1,1430,-6.0,1809,FACILITY_044,REGION_020,FACILITY_217,REGION_008,AA,237.0,1446.7,0.0,0.0,0.0,,0,14.0,4.0,1526.0,1732.0,53.69181567849734,0
PAA-104993,2024-04-01,1,839,-2.0,1630,FACILITY_251,REGION_003,FACILITY_174,REGION_031,AA,314.0,2476.0,0.0,0.0,0.0,0.0,0,28.0,11.0,822.0,1533.0,51.351008654638115,0
PAA-104992,2024-04-01,1,842,4.0,1551,FACILITY_251,REGION_003,FACILITY_070,REGION_032,AA,269.0,2039.0,0.0,,0.0,0.0,0,,17.0,914.0,1543.0,28.121347841477906,0
PAA-104991,2024-04-01,1,1118,383.0,1255,FACILITY_070,REGION_032,FACILITY_250,REGION_037,AA,105.0,516.3,0.0,0.0,0.0,0.0,380,,13.0,1809.0,1851.0,70.6730564687195,1
P9E-104989,2024-04-01,1,1139,-5.0,1319,FACILITY_273,REGION_032,FACILITY_112,REGION_029,9E,108.0,478.4,0.0,0.0,0.0,0.0,0,20.0,,1222.0,1316.0,53.046035095247035,0
PAA-105016,2024-04-01,1,1740,3.0,2213,FACILITY_092,REGION_043,FACILITY_044,REGION_020,AA,230.0,1796.3,0.0,0.0,0.0,,0,13.0,8.0,1716.0,2101.0,48.343343852878974,0
PAA-104960,2024-04-01,1,829,60.0,1334,FACILITY_286,REGION_005,FACILITY_092,REGION_043,AA,200.0,1346.6,4.0,0.0,0.0,0.0,30,13.0,5.0,1003.0,1353.0,56.88193803433099,1
PAA-104958,2024-04-01,1,1554,7.0,2027,FACILITY_092,REGION_043,FACILITY_044,REGION_020,AA,230.0,1796.3,0.0,0.0,0.0,0.0,0,15.0,8.0,1625.0,2043.0,53.84992130937965,0
P9E-104928,2024-04-01,1,1021,-2.0,1359,FACILITY_204,REGION_024,FACILITY_194,REGION_031,9E,171.0,1273.0,0.0,0.0,0.0,0.0,0,15.0,7.0,1033.0,1354.0,58.010602341274364,0
P9E-104927,2024-04-01,1,1429,-3.0,1700,FACILITY_273,REGION_032,FACILITY_023,REGION_043,9E,228.0,1336.3,0.0,0.0,0.0,0.0,0,20.0,12.0,1403.0,1705.0,41.73343017660213,0
P9E-104926,2024-04-01,1,1740,-3.0,2121,FACILITY_023,REGION_043,FACILITY_273,REGION_032,9E,174.0,1336.3,0.0,0.0,0.0,0.0,0,20.0,8.0,1800.0,2134.0,52.97520490127863,0
P9E-104925,2024-04-01,1,1914,-1.0,2301,FACILITY_204,REGION_024,FACILITY_194,REGION_031,9E,180.0,1273.0,0.0,0.0,0.0,0.0,0,13.0,4.0,1956.0,2250.0,61.75215688217942,0
P9E-104924,2024-04-01,1,1559,-4.0,1833,FACILITY_194,REGION_031,FACILITY_204,REGION_024,9E,231.0,1273.0,0.0,0.0,,0.0,0,23.0,16.0,1551.0,1901.0,43.10290163151457,0
PNK-104923,2024-04-01,1,1419,-1.0,1620,FACILITY_120,REGION_008,FACILITY_161,REGION_043,NK,195.0,1110.9,0.0,0.0,0.0,0.0,0,10.0,6.0,1437.0,1554.0,37.50304000129543,0
P9E-104922,2024-04-01,1,1246,-9.0,1608,FACILITY_317,REGION_024,FACILITY_194,REGION_031,9E ,153.0,1021.2,0.0,0.0,0.0,0.0,0,12.0,7.0,1302.0,1518.0,38.708222438175305,0
P9E-104921,2024-04-01,1,1525,-10.0,1726,FACILITY_194,REGION_031,FACILITY_317,REGION_024,9E,195.0,1021.2,0.0,0.0,0.0,0.0,0,21.0,8.0,1517.0,1704.0,36.92220336540989,0
P9E-104920,2024-04-01,1,800,-5.0,954,FACILITY_174,REGION_031,FACILITY_240,REGION_012,9E,188.0,851.0,0.0,,0.0,0.0,0,23.0,21.0,816.0,1044.0,27.487717468923076,0
P9E-104919,2024-04-01,1,1600,3.0,1757,FACILITY_174,REGION_031,FACILITY_240,REGION_012 ,9E,191.0,851.0,0.0,0.0,0.0,,0,23.0,16.0,1613.0,1812.0,36.30479962922336,0
P9E-104918,2024-04-01,1,1044,0.0,1359,FACILITY_317,REGION_024,FACILITY_194,REGION_031,9E,146.0,1021.2,0.0,,0.0,0.0,0,,5.0,1033.0,1352.0,52.29214261430037,0
P9E-104917,2024-04-01,1,805,5.0,1004,FACILITY_194,REGION_031,FACILITY_317,REGION_024,9E,193.0,1021.2,0.0,0.0,0.0,0.0,0,,5.0,852.0,920.0,51.520413641821385,0
P9E-104916,2024-04-01,1,1359,-9.0,1642,FACILITY_174,REGION_031,FACILITY_204,REGION_024,9E,241.0,1279.9,0.0,0.0,0.0,0.0,0,29.0,6.0,1450.0,1633.0,56.76365373844661,0
P9E-104915,2024-04-01,1,1809,-5.0,2130,FACILITY_317,REGION_024,FACILITY_194,REGION_031,9E,152.0,1021.2,0.0,0.0,0.0,0.0,0,14.0,6.0,1911.0,2044.0,60.64659637583288,0
P9E-104914,2024-04-01,1,1104,-5.0,1241,FACILITY_273,REGION_032,FACILITY_194,REGION_031,9E,105.0,495.6,0.0,0.0,0.0,,0,17.0,6.0,1121.0,1216.0,47.65271785351281,0
P9E-104913,2024-04-01,1,828,-10.0,1024,FACILITY_194,REGION_031,FACILITY_273,REGION_032,9E,125.0,495.6,0.0,0.0,0.0,0.0,0,23.0,6.0,842.0,1036.0,48.73309696338478,0
P9E-104912,2024-04-01,1,1755,69.0,1958,FACILITY_070,REGION_032,FACILITY_194,REGION_031,9E,133.0,625.6,61.0,0.0,0.0,0.0,0,31.0,7.0,1937.0,2018.0,37.49311684628495,1
P9E-104911,2024-04-01,1,1259,-6.0,1508,FACILITY_174,REGION_031,FACILITY_099,REGION_021,9E,139.0,585.3,0.0,0.0,0.0,0.0,0,28.0,8.0,1229.0,1459.0,52.13721093126069,0
P9E-104910,2024-04-01,1,859,-1.0,1057,FACILITY_174,REGION_031,FACILITY_273,REGION_032,9E,127.0,491.0,,0.0,0.0,0.0,0,27.0,7.0,914.0,1041.0,58.43554889276208,0
P9E-104909,2024-04-01,1,1305,-5.0,1445,FACILITY_273,REGION_032,FACILITY_194,REGION_031,9E,108.0,495.6,,0.0,0.0,0.0,0,21.0,5.0,1329.0,1358.0,58.65255739387122,0
P9E-104908,2024-04-01,1,1821,24.0,2005,FACILITY_159,REGION_048,FACILITY_099,REGION_021,9E,112.0,440.4,0.0,,0.0,0.0,24,16.0,10.0,1932.0,2039.0,24.791125292393254,0
P9E-104907,2024-04-01,1,1615,32.0,1741,FACILITY_099,REGION_021,FACILITY_159,REGION_048,9E,93.0,440.4,32.0,0.0,,0.0,0,20.0,7.0,1722.0,1743.0,51.34665964149166,1
P9E-104906,2024-04-01,1,720,-7.0,930,FACILITY_174,REGION_031,FACILITY_099,REGION_021,9E,140.0,585.3,0.0,0.0,0.0,0.0,0,27.0,11.0,738.0,912.0,62.322312717616185,0
P9E-104905,2024-04-01,1,1600,-4.0,1651,FACILITY_273,REGION_032,FACILITY_042,REGION_042,9E,120.0,956.2,0.0,0.0,0.0,0.0,0,12.0,8.0,1547.0,1648.0,40.40680417872217,0
P9E-104904,2024-04-01,1,1731,-6.0,2012,FACILITY_042,REGION_042,FACILITY_273,REGION_032,9E,109.0,508.3,0.0,0.0,0.0,0.0,0,12.0,5.0,1716.0,1944.0,40.149006435687824,0
P9E-104929,2024-04-01,1,1329,-5.0,1559,FACILITY_194,REGION_031,FACILITY_204,REGION_024,9E,227.0,1273.0,0.0,0.0,,0.0,0,18.0,6.0,1349.0,1507.0,53.84109162408322,0
PAA-104959,2024-04-01,1,1312,42.0,1425,FACILITY_070,REGION_032,FACILITY_240,REGION_012,AA,144.0,688.8,0.0,0.0,46.0,0.0,42,20.0,19.0,1413.0,1554.0,39.96633034033677,1
P9E-104930,2024-04-01,1,1000,-10.0,1206,FACILITY_194,REGION_031,FACILITY_317,REGION_024,9E,201.0,1021.2,0.0,0.0,0.0,0.0,0,24.0,6.0,1038.0,1106.0,30.43285927488496,0
P9E-104932,2024-04-01,1,1722,-4.0,2108,FACILITY_204,REGION_024,FACILITY_194,REGION_031,9E,179.0,1273.0,0.0,0.0,0.0,0.0,0,13.0,12.0,1752.0,2005.0,67.59315620601129,0
PAA-104957,2024-04-01,1,1859,52.0,2059,FACILITY_217,REGION_008,FACILITY_021,REGION_009,AA,130.0,683.1,31.0,0.0,0.0,0.0,17,19.0,9.0,2045.0,2252.0,46.11729308473367,1
PAA-104956,2024-04-01,1,1305,-4.0,1445,FACILITY_070,REGION_032,FACILITY_251,REGION_003,AA,302.0,2039.0,0.0,0.0,0.0,0.0,0,14.0,10.0,1402.0,1424.0,46.2264130912577,0
PAA-104955,2024-04-01,1,1700,14.0,1857,FACILITY_070,REGION_032,FACILITY_183,REGION_027,AA,321.0,2203.4,0.0,0.0,0.0,0.0,0,,6.0,1722.0,1841.0,49.382222353130224,0
PAA-104954,2024-04-01,1,1420,25.0,1649,FACILITY_240,REGION_012,FACILITY_099,REGION_021,AA,96.0,270.2,19.0,0.0,0.0,,0,,7.0,1456.0,1617.0,47.99027244934306,0
PAA-104953,2024-04-01,1,1729,273.0,1750,FACILITY_099,REGION_021,FACILITY_240,REGION_012,AA,87.0,270.2,0.0,0.0,272.0,0.0,19,16.0,,2211.0,2152.0,50.14946686080769,1
PAA-104952,2024-04-01,1,1900,1.0,715,FACILITY_150,REGION_010,FACILITY_092,REGION_043,AA,470.0,4351.6,0.0,0.0,0.0,0.0,0,18.0,8.0,1906.0,648.0,45.542259010689854,0
PAA-104951,2024-04-01,1,1654,-2.0,1922,FACILITY_070,REGION_032,FACILITY_185,REGION_005,AA,354.0,2443.8,0.0,0.0,0.0,0.0,0,15.0,4.0,1716.0,1808.0,39.65288960655712,0
PAA-104950,2024-04-01,1,1715,18.0,2129,FACILITY_092,REGION_043,FACILITY_194,REGION_031,AA,210.0,1597.4,0.0,0.0,0.0,0.0,0,18.0,9.0,1727.0,2134.0,42.091903532116575,0
PAA-104949,2024-04-01,1,700,-7.0,1026,FACILITY_174,REGION_031,FACILITY_185,REGION_005,AA,417.0,2846.2,0.0,0.0,0.0,,0,22.0,5.0,732.0,1021.0,55.23635374165931,0
P9E-104948,2024-04-01,1,1520,1.0,1704,FACILITY_273,REGION_032,FACILITY_194,REGION_031,9E,112.0,495.6,0.0,,0.0,0.0,0,,5.0,1455.0,1654.0,58.088938733923534,0
P9E-104947,2024-04-01,1,1540,-4.0,1654,FACILITY_273,REGION_032,FACILITY_088,REGION_048,9E,80.0,261.0,0.0,0.0,0.0,0.0,0,18.0,3.0,1600.0,1651.0,42.73208545800022,0
P9E-104946,2024-04-01,1,1735,0.0,1901,FACILITY_088,REGION_048,FACILITY_273,REGION_032,9E,93.0,261.0,0.0,0.0,0.0,0.0,0,,4.0,1743.0,1827.0,57.9919027198256,0
P9E-104945,2024-04-01,1,1206,-4.0,1329,FACILITY_159,REGION_048,FACILITY_174,REGION_031,9E,90.0,262.2,0.0,0.0,0.0,0.0,0,,4.0,1205.0,1317.0,49.97537379448357,0
P9E-104944,2024-04-01,1,700,-10.0,859,FACILITY_099,REGION_021,FACILITY_070,REGION_032,9E,129.0,575.0,0.0,0.0,0.0,0.0,0,14.0,9.0,717.0,813.0,47.58301804499842,0
P9E-104943,2024-04-01,1,939,-6.0,1134,FACILITY_070,REGION_032,FACILITY_099,REGION_021,9E,124.0,575.0,0.0,0.0,0.0,0.0,0,24.0,10.0,1040.0,1057.0,49.128321390595836,0
P9E-104942,2024-04-01,1,1110,-6.0,1234,FACILITY_174,REGION_031,FACILITY_159,REGION_048,9E,91.0,262.2,0.0,0.0,0.0,0.0,0,,,1056.0,1157.0,37.76556107355802,0
P9E-104941,2024-04-01,1,1420,6.0,1601,FACILITY_194,REGION_031,FACILITY_042,REGION_042,9E,174.0,878.6,0.0,0.0,0.0,,0,15.0,7.0,1458.0,1603.0,36.82342261074886,0
P9E-104940,2024-04-01,1,1705,-9.0,2032,FACILITY_042,REGION_042,FACILITY_194,REGION_031,9E,159.0,878.6,0.0,0.0,0.0,0.0,0,15.0,7.0,1737.0,1930.0,39.80822716842365,0
P9E-104939,2024-04-01,1,1105,-5.0,1447,FACILITY_023,REGION_043,FACILITY_273,REGION_032,9E,175.0,1336.3,0.0,0.0,0.0,0.0,0,12.0,3.0,1149.0,1430.0,52.29715557816689,0
P9E-104938,2024-04-01,1,1640,-4.0,2028,FACILITY_204,REGION_024,FACILITY_174,REGION_031,9E,181.0,1279.9,0.0,0.0,0.0,,0,18.0,16.0,1702.0,2023.0,51.278762504475644,0
P9E-104937,2024-04-01,1,1945,-3.0,2329,FACILITY_228,REGION_022,FACILITY_174,REGION_031,9E,177.0,1183.4,0.0,,0.0,0.0,0,14.0,9.0,2026.0,2252.0,44.46025856983249,0
P9E-104936,2024-04-01,1,1730,-9.0,1915,FACILITY_194,REGION_031,FACILITY_042,REGION_042,9E,178.0,878.6,0.0,0.0,0.0,0.0,0,19.0,7.0,1808.0,1840.0,46.43024270739553,0
P9E-104935,2024-04-01,1,1955,-10.0,2317,FACILITY_042,REGION_042,FACILITY_194,REGION_031,9E,153.0,878.6,0.0,0.0,0.0,0.0,0,,5.0,1923.0,2222.0,63.83133436362349,0
P9E-104934,2024-04-01,1,1842,-8.0,2207,FACILITY_042,REGION_042,FACILITY_174,REGION_031,9E,157.0,879.7,0.0,0.0,0.0,0.0,0,12.0,14.0,1813.0,2222.0,69.21382938874763,0
P9E-104933,2024-04-01,1,1612,-4.0,1800,FACILITY_174,REGION_031,FACILITY_042,REGION_042,9E,181.0,879.7,0.0,0.0,0.0,0.0,0,15.0,17.0,1628.0,1656.0,56.2205093741144,0
P9E-104931,2024-04-01,1,715,-7.0,941,FACILITY_194,REGION_031,FACILITY_204,REGION_024,9E,222.0,1273.0,0.0,0.0,0.0,0.0,0,,,720.0,852.0,36.41087921451121,0
PAA-105017,2024-04-01,1,721,-5.0,839,FACILITY_092,REGION_043,FACILITY_286,REGION_005,AA,214.0,1346.6,0.0,0.0,0.0,0.0,0,16.0,3.0,651.0,822.0,63.94526337499022,0
PAA-105018,2024-04-01,1,1055,-7.0,1246,FACILITY_240,REGION_012,FACILITY_091,REGION_006,AA,185.0,1021.2,0.0,0.0,0.0,0.0,0,17.0,,1116.0,1305.0,40.9759328463543,0
PAA-105019,2024-04-01,1,1611,-2.0,2240,FACILITY_251,REGION_003,FACILITY_021,REGION_009,AA,226.0,1825.0,0.0,0.0,0.0,,0,18.0,9.0,1607.0,2323.0,47.83283791676352,0
PAA-105103,2024-04-01,1,1943,123.0,2133,FACILITY_229,REGION_017,FACILITY_092,REGION_043,AA,119.0,514.0,0.0,0.0,,0.0,0,15.0,16.0,2127.0,2331.0,48.650688142235936,1
PAA-105102,2024-04-01,1,1725,-5.0,1850,FACILITY_092,REGION_043,FACILITY_229,REGION_017,AA ,92.0,514.0,0.0,0.0,0.0,0.0,0,14.0,3.0,1746.0,1853.0,60.04260876352785,0
PAA-105101,2024-04-01,1,1933,-6.0,2234,FACILITY_217,REGION_008,FACILITY_185,REGION_005,AA,390.0,2693.3,0.0,0.0,0.0,0.0,0,,24.0,1952.0,2228.0,51.66831955779987,0
PAA-105100,2024-04-01,1,1700,50.0,2000,FACILITY_217,REGION_008,FACILITY_185,REGION_005,AA,389.0,2693.3,23.0,0.0,0.0,0.0,24,16.0,13.0,1857.0,2044.0,37.6377466941742,1
PAA-105099,2024-04-01,1,926,-3.0,1223,FACILITY_229,REGION_017,FACILITY_070,REGION_032,AA,126.0,748.6,0.0,0.0,0.0,0.0,0,13.0,10.0,900.0,1223.0,35.145470372089,0
PAA-105098,2024-04-01,1,725,2.0,836,FACILITY_070,REGION_032,FACILITY_229,REGION_017,AA,141.0,748.6,0.0,0.0,0.0,0.0,0,27.0,5.0,736.0,834.0,42.82333385393343,0
